COU,Country,Variable,Year,Unit,Value
POL,Poland,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,704.905
POL,Poland,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,732.817
POL,Poland,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,11.34311
POL,Poland,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,11.21034
POL,Poland,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,9.21503
POL,Poland,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,8.591296
POL,Poland,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,8.949853
POL,Poland,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,7.648853
POL,Poland,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,7.672066
PRT,Portugal,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,391.365
PRT,Portugal,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,369.353
PRT,Portugal,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,380.582
PRT,Portugal,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,312.604
PRT,Portugal,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,251.168
PRT,Portugal,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,210.639
PRT,Portugal,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,203.876
PRT,Portugal,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,4.153102
PRT,Portugal,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,4.083902
PRT,Portugal,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,4.059223
PRT,Portugal,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,3.319029
PRT,Portugal,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,2.655412
PRT,Portugal,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,2.236042
PRT,Portugal,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,2.114578
MHL,Marshall Islands,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,79.844
MHL,Marshall Islands,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,95.895
MHL,Marshall Islands,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,130.4
MHL,Marshall Islands,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,148.035
MHL,Marshall Islands,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,164.589
MHL,Marshall Islands,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,178.63
MHL,Marshall Islands,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,204.164
MHL,Marshall Islands,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,1.019172
MHL,Marshall Islands,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,1.199867
MHL,Marshall Islands,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,1.662555
MHL,Marshall Islands,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,1.881157
MHL,Marshall Islands,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,2.085093
MHL,Marshall Islands,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,2.264337
MHL,Marshall Islands,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,2.55815
NAM,Namibia,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,220.221
NAM,Namibia,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,245.164
NAM,Namibia,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,304.857
NAM,Namibia,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,304.467
NAM,Namibia,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,312.405
NAM,Namibia,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,330.477
NAM,Namibia,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,316.121
NAM,Namibia,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,2.646123
NAM,Namibia,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,2.928262
NAM,Namibia,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,3.613989
NAM,Namibia,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,3.55078
NAM,Namibia,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,3.600116
NAM,Namibia,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,3.745886
NAM,Namibia,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,3.615315
NPL,Nepal,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,242.877
NPL,Nepal,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,226.001
NPL,Nepal,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,251.352
NPL,Nepal,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,296.442
NPL,Nepal,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,394.274
NPL,Nepal,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,573.033
NPL,Nepal,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,625.103
NPL,Nepal,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,2.44174
NPL,Nepal,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,2.272085
NPL,Nepal,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,2.526946
NPL,Nepal,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,2.980256
NPL,Nepal,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,3.963801
NPL,Nepal,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,5.760932
NPL,Nepal,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,8.081091
PAN,Panama,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,125.297
PAN,Panama,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,129.5
PAN,Panama,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,147.226
PAN,Panama,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,155.735
PAN,Panama,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,162.293
PAN,Panama,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,179.334
PAN,Panama,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,153.155
PAN,Panama,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,1.457741
PAN,Panama,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,1.482113
PAN,Panama,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,1.661917
PAN,Panama,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,1.737599
PAN,Panama,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,1.762618
PAN,Panama,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,1.892643
PAN,Panama,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,1.66249
PHL,Philippines,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,175.879
PHL,Philippines,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,188.746
PHL,Philippines,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,243.621
PHL,Philippines,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,283.222
PHL,Philippines,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,272.306
PHL,Philippines,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,281.189
PHL,Philippines,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,296.231
PHL,Philippines,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,2.181075
PHL,Philippines,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,2.343632
PHL,Philippines,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,3.005736
PHL,Philippines,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,3.450396
PHL,Philippines,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,3.26546
PHL,Philippines,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,3.301967
PHL,Philippines,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,3.409119
ROU,Romania,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,760.074
ROU,Romania,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,913.667
ROU,Romania,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,853.813
ROU,Romania,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,857.42
ROU,Romania,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,859.457
ROU,Romania,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,734.971
ROU,Romania,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,752.331
ROU,Romania,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,8.66088
ROU,Romania,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,10.64126
ROU,Romania,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,9.918979
ROU,Romania,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,9.659383
ROU,Romania,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,9.505169
ROU,Romania,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,7.993224
ROU,Romania,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,8.458518
RUS,Russia,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,806.547
RUS,Russia,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,1006.746
RUS,Russia,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,945.683
RUS,Russia,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,941.052
RUS,Russia,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,852.252
RUS,Russia,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,608.6
RUS,Russia,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,506.773
RUS,Russia,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,8.768733
RUS,Russia,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,11.48443
RUS,Russia,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,10.68936
RUS,Russia,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,10.30575
RUS,Russia,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,9.17101
RUS,Russia,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,6.49977
RUS,Russia,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,5.379323
RWA,Rwanda,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,156.664
RWA,Rwanda,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,164.399
RWA,Rwanda,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,137.262
RWA,Rwanda,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,126.753
RWA,Rwanda,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,116.991
RWA,Rwanda,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,131.829
RWA,Rwanda,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,139.115
RWA,Rwanda,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,1.575009
RWA,Rwanda,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,1.652769
RWA,Rwanda,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,1.379951
RWA,Rwanda,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,1.274302
RWA,Rwanda,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,1.176163
RWA,Rwanda,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,1.325329
RWA,Rwanda,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,1.399536
STP,Sao Tome and Principe,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,144.37
STP,Sao Tome and Principe,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,144.147
STP,Sao Tome and Principe,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,167.261
STP,Sao Tome and Principe,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,184.33
STP,Sao Tome and Principe,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,188.373
STP,Sao Tome and Principe,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,248.612
STP,Sao Tome and Principe,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,239.556
SAU,Saudi Arabia,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,278.986
SAU,Saudi Arabia,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,416.292
SAU,Saudi Arabia,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,515.65
SAU,Saudi Arabia,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,538.347
SAU,Saudi Arabia,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,540.282
SAU,Saudi Arabia,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,513.359
SAU,Saudi Arabia,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,520.399
SAU,Saudi Arabia,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,2.712689
SAU,Saudi Arabia,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,4.046498
SAU,Saudi Arabia,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,5.000443
SAU,Saudi Arabia,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,4.938788
SAU,Saudi Arabia,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,4.817513
SAU,Saudi Arabia,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,4.482158
SAU,Saudi Arabia,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,4.571042
SEN,Senegal,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,186.589
SEN,Senegal,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,196.458
SEN,Senegal,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,204.489
SEN,Senegal,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,217.18
SEN,Senegal,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,194.637
SEN,Senegal,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,219.966
SEN,Senegal,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,206.549
SEN,Senegal,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,2.454645
SEN,Senegal,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,1.97507
SEN,Senegal,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,2.055809
SEN,Senegal,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,2.183395
SEN,Senegal,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,2.515374
SEN,Senegal,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,2.211412
SEN,Senegal,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,2.615333
SYC,Seychelles,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,330.193
SYC,Seychelles,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,338.212
SYC,Seychelles,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,314.917
SYC,Seychelles,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,319.905
SYC,Seychelles,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,309.206
SYC,Seychelles,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,325.011
SYC,Seychelles,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,358.952
SYC,Seychelles,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,3.632403
SYC,Seychelles,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,3.699273
SYC,Seychelles,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,3.369483
SYC,Seychelles,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,3.458842
